1,1,0:00:02.630781
2,0,0:00:00.004730
3,1,0:00:02.092444
4,0,0:00:00.004785
5,1,0:00:02.164389
6,0,0:00:00.005126
7,1,0:00:02.066948
8,0,0:00:00.005107
9,2,0:00:04.122830
10,0,0:00:00.004414
11,0,0:00:00.004419
12,0,0:00:00.004949
13,0,0:00:00.004501
14,1,0:00:02.043366
15,0,0:00:00.004593
16,0,0:00:00.004315
17,0,0:00:00.005204
18,0,0:00:00.004236
19,0,0:00:00.004538
20,1,0:00:02.019340
21,0,0:00:00.004665
22,0,0:00:00.004708
23,0,0:00:00.066797
24,0,0:00:00.006018
25,1,0:00:00.034366
26,1,0:00:00.034645
27,1,0:00:02.033117
28,0,0:00:00.004782
29,1,0:00:02.063752
30,0,0:00:00.004512
31,0,0:00:00.004877
32,0,0:00:00.005217
33,1,0:00:00.033159
34,1,0:00:00.033493
35,0,0:00:00.005410
36,0,0:00:00.004420
37,0,0:00:00.004242
38,0,0:00:00.004392
39,0,0:00:00.005161
40,1,0:00:00.034327
41,8,0:00:14.543582
42,0,0:00:00.004564
43,0,0:00:00.004319
44,1,0:00:02.112944
45,1,0:00:02.101526
46,0,0:00:00.004331
47,0,0:00:00.004259
48,0,0:00:00.005039
49,0,0:00:00.005164
50,1,0:00:00.032982
51,0,0:00:00.004765
52,0,0:00:00.066404
53,0,0:00:00.006247
54,0,0:00:00.004938
55,0,0:00:00.004675
56,1,0:00:00.035257
57,0,0:00:00.004780
58,1,0:00:02.077699
59,1,0:00:02.383488
60,0,0:00:00.004666
61,0,0:00:00.005342
62,0,0:00:00.004446
63,0,0:00:00.005316
64,0,0:00:00.004584
65,0,0:00:00.005172
66,0,0:00:00.004391
67,0,0:00:00.005078
68,0,0:00:00.004432
69,0,0:00:00.004857
70,2,0:00:02.118933
71,0,0:00:00.004900
72,0,0:00:00.004820
73,0,0:00:00.005035
74,0,0:00:00.065994
75,0,0:00:00.006593
76,0,0:00:00.004859
77,0,0:00:00.004790
78,0,0:00:00.004643
79,0,0:00:00.004612
80,0,0:00:00.004634
81,0,0:00:00.004883
82,0,0:00:00.004939
83,0,0:00:00.004393
84,10,0:00:04.419606
85,0,0:00:00.004485
86,0,0:00:00.004450
87,0,0:00:00.004126
88,1,0:00:02.234742
89,0,0:00:00.004408
90,1,0:00:00.033208
91,1,0:00:02.150903
92,0,0:00:00.004531
93,0,0:00:00.004590
94,0,0:00:00.004529
95,0,0:00:00.004465
96,0,0:00:00.004788
97,0,0:00:00.004765
98,0,0:00:00.004531
99,0,0:00:00.004711
100,0,0:00:00.005070
101,0,0:00:00.004377
102,1,0:00:02.090541
103,0,0:00:00.005215
104,0,0:00:00.004507
105,0,0:00:00.005340
106,1,0:00:00.034543
107,0,0:00:00.004511
108,0,0:00:00.004330
109,0,0:00:00.066077
110,0,0:00:00.006819
111,0,0:00:00.005439
112,0,0:00:00.004282
113,1,0:00:02.121883
114,0,0:00:00.005119
115,0,0:00:00.005284
116,0,0:00:00.004988
117,0,0:00:00.004909
118,0,0:00:00.004186
119,0,0:00:00.004833
120,0,0:00:00.004454
121,0,0:00:00.005047
122,2,0:00:04.157098
123,0,0:00:00.004512
124,0,0:00:00.004900
125,0,0:00:00.004278
126,0,0:00:00.004673
127,0,0:00:00.004503
128,0,0:00:00.004370
129,0,0:00:00.004103
130,0,0:00:00.004724
131,1,0:00:02.151816
132,0,0:00:00.004780
133,0,0:00:00.004364
134,0,0:00:00.004704
135,0,0:00:00.004271
136,0,0:00:00.005155
137,10,0:00:00.292166
138,0,0:00:00.004620
139,0,0:00:00.004291
140,1,0:00:02.079426
141,0,0:00:00.005249
142,0,0:00:00.004938
143,0,0:00:00.004507
144,0,0:00:00.004254
145,0,0:00:00.004463
146,0,0:00:00.005115
147,0,0:00:00.004539
148,0,0:00:00.004993
149,0,0:00:00.004846
150,0,0:00:00.004259
151,0,0:00:00.004400
152,0,0:00:00.004666
153,0,0:00:00.004862
154,0,0:00:00.004398
155,1,0:00:00.033420
156,0,0:00:00.005190
157,0,0:00:00.004712
158,1,0:00:02.057945
159,0,0:00:00.004936
160,0,0:00:00.004652
161,0,0:00:00.004393
162,0,0:00:00.004316
163,0,0:00:00.065926
164,0,0:00:00.006425
165,0,0:00:00.004860
166,1,0:00:00.034674
167,1,0:00:00.033398
168,0,0:00:00.004701
169,0,0:00:00.004322
170,1,0:00:00.034653
171,0,0:00:00.004522
172,1,0:00:02.329163
173,0,0:00:00.004405
174,0,0:00:00.004430
175,0,0:00:00.005048
176,0,0:00:00.005097
177,0,0:00:00.004390
178,0,0:00:00.005310
179,0,0:00:00.004252
180,0,0:00:00.005061
181,0,0:00:00.004612
182,0,0:00:00.005050
183,1,0:00:02.056078
184,0,0:00:00.004510
185,10,0:00:00.288828
186,1,0:00:02.079046
187,1,0:00:00.097976
188,0,0:00:00.004216
189,0,0:00:00.004332
190,0,0:00:00.004732
191,0,0:00:00.004763
192,0,0:00:00.004690
193,0,0:00:00.004641
194,0,0:00:00.004426
195,1,0:00:02.042788
196,1,0:00:02.104770
197,1,0:00:02.128459
198,0,0:00:00.005422
199,1,0:00:02.094087
200,0,0:00:00.005207
201,0,0:00:00.005166
202,0,0:00:00.004380
203,0,0:00:00.004759
204,0,0:00:00.005298
205,1,0:00:02.074798
206,1,0:00:02.047909
207,0,0:00:00.005176
208,0,0:00:00.004439
209,0,0:00:00.004513
210,0,0:00:00.004258
211,0,0:00:00.005125
212,0,0:00:00.004345
213,0,0:00:00.004339
214,0,0:00:00.004468
215,0,0:00:00.005326
216,0,0:00:00.004472
217,0,0:00:00.004893
218,2,0:00:04.264330
219,0,0:00:00.004995
220,0,0:00:00.004683
221,0,0:00:00.004349
222,0,0:00:00.004804
223,0,0:00:00.005112
224,2,0:00:02.158283
225,1,0:00:02.099515
226,0,0:00:00.005341
227,0,0:00:00.004300
228,1,0:00:02.046771
229,0,0:00:00.004976
230,0,0:00:00.004774
231,1,0:00:00.033243
232,0,0:00:00.005341
233,0,0:00:00.004588
234,1,0:00:02.111579
235,0,0:00:00.004595
236,0,0:00:00.004447
237,0,0:00:00.004566
238,0,0:00:00.004495
239,0,0:00:00.004575
240,1,0:00:02.079585
241,0,0:00:00.004537
242,0,0:00:00.004275
243,0,0:00:00.004495
244,1,0:00:02.038364
245,0,0:00:00.004435
246,0,0:00:00.004297
247,0,0:00:00.005769
248,4,0:00:08.396297
249,0,0:00:00.066976
250,0,0:00:00.005945
251,3,0:00:06.257631
252,1,0:00:00.033573
253,0,0:00:00.004252
254,1,0:00:00.033540
255,0,0:00:00.004810
256,0,0:00:00.004968
257,0,0:00:00.004481
258,0,0:00:00.004319
259,0,0:00:00.005254
260,0,0:00:00.004911
261,0,0:00:00.004434
262,1,0:00:00.033899
263,0,0:00:00.004544
264,1,0:00:00.033535
265,0,0:00:00.004534
266,0,0:00:00.004231
267,0,0:00:00.004480
268,1,0:00:02.123490
269,0,0:00:00.005109
270,0,0:00:00.004488
271,0,0:00:00.004951
272,0,0:00:00.005013
273,0,0:00:00.004799
274,0,0:00:00.004926
275,1,0:00:00.033644
276,0,0:00:00.004419
277,0,0:00:00.066860
278,0,0:00:00.006386
279,1,0:00:00.033996
280,1,0:00:00.034461
281,1,0:00:00.033633
